,headline,is_sarcastic
24769,band dreams of one day becoming popular enough to alienate early fans,1
27661,coroner's report concludes alton sterling died of institutionalized causes,1
35698,burmese python shocked at amount of stress man holding in his neck,1
50730,mom gives excuse for son's absence that even hermione would accept,0
13519,supreme court justice application asks for 3 sample opinions,1
5069,"bitchy girlfriend just asking for anne hathaway to swoop in, steal man away",1
51070,mayo investigator is developing a screening test for endometrial cancer,0
5677,8-year-old obviously packed own lunch,1
19922,this awesome dad crafts intricate toast breakfasts for daughter with allergies,0
33909,hiker dies after falling from yosemite's iconic half dome trail,0
25862,health care reform and the futures of primary care and psychiatry,0
29068,hate-crime bill stalled by pro-hate lobby,1
16745,what's your book shelfie style?,0
4917,dept. of homeland security introduces dhs for men,1
21671,group of '90s footnotes welcomes gingrich home,1
14183,"women rewrite the constitution in jay-z's 'family feud,' directed by ava duvernay",0
49824,john mccain requests ashes be launched into iraq,1
6578,maker of pizza rolls rethinks letting fans tell its story,1
28519,scotland's parliament backs new independence referendum,0
28814,watch live: dave coulier dishes on 'fuller house',0
15858,rouhani and reformers wins big in first iran's post-nuclear deal election,0
46696,trump boys forge father's signature on letters they wrote excusing them from any more testifying,1
46514,"after 46 years, yoko ono is finally credited for co-writing 'imagine'",0
14211,microsoft wants to let you know when the feds are snooping in your email,0
46114,jon stewart reveals the one thing he'll never do,0
51050,queen elizabeth screaming at stockbroker to dump everything,1
45883,drug-related killings surge in the philippines after duterte's election,0
6669,friend's mom tearing it up on facebook,1
27015,the best live-action 'south park' commercials,0
49659,'98 oscar mayer wienermobile car & driver's 10 best wienermobiles list,1
40644,kushner assures worried ivanka they'd definitely be last jews to go,1
7964,joan rivers died like she lived: shocking people,0
44481,restrictive north carolina voting law is dead after supreme court refuses to review it,0
8807,an apology expert analyzes the explanation for melania trump's plagiarism,0
45188,local man unsure if woman type of lesbian who only dates women,1
27327,rolos unveils new cryptocurrency exclusively for rolos customers,1
34052,loser congressman carries around pocket-sized version of constitution everywhere,1
45650,u.s. federal judge orders ohio to restore early voting for general election,0
23360,boardroom begins to quake as black-eyed ceo announces vision for future of company,1
24420,ryan seacrest catches up with 'captain phillips' star maersk alabama on red carpet,1
28369,drone places fresh kill on steps of white house,1
38045,mom scanning menu finds 'pan-seared diver scallops' faster than speed of light,1
39945,regular on sandy hook truth forum complaining about recent decline in quality of discussion,1
54686,determined ant requires second flicking,1
25186,most long island politician ever attacks opponent for not loving billy joel enough,0
17761,is america now a debtor nation?,0
42634,divorcing parents assure anxious kids that dog still loves them,1
13980,watch nicki minaj's surprise performance with the weeknd on 'snl',0
2631,two perspectives: assisted dying or assisted living?,0
33169,disgusting coworker barely even washed ass before leaving bathroom,1
39130,twitter reminds alec baldwin at least he has a job for next 4 years,0
44715,"equine voices: a safe haven for abused, neglected and abandoned horses",0
24827,new york makes amazing move to cover medical care for trans youth,0
33535,bradley cooper racks up staggering one oscar nominations,1
18360,the top 12 beauty tips we learned from our moms,0
9392,justice stevens renews vows to supreme court in emotional reconfirmation hearing,1
22673,facebook addresses accusations of silencing conservative voices by deleting barack obama's profile,1
3334,congressman calls for investigation into alton sterling shooting,0
25872,travel etiquette: how to use a flight delay to your advantage,0
24060,faa to ban plane crashes,1
41846,how a pet store trip can teach your kids about cruelty,0
48931,fingernail got fucking huge out of nowhere,1
11578,democrats agree to reopen government without protections for dreamers,0
39342,young billionaire's age not reported for sake of nation's ego,1
46524,tronc is keeping ross levinsohn aboard after probe into 'frat house' behavior,0
45206,epa study: rivers shouldn't smell like shit,1
54287,how one dying man changed the debate about the tax bill,0
52560,civilization collapses,1
50705,bernie sanders is closer than ever to catching up with hillary clinton,0
37726,the music of strangers: a film review by dr. lloyd sederer,0
11745,"obama compiles shortlist of gay, transsexual abortion doctors to replace scalia",1
40970,picking thing up from apartment floor rescheduled for thursday,1
14015,man pinned under blankets for three days,1
32487,'new york times' announces appointment of anonymous source as editor-in-chief,1
50208,how trump university relied heavily on the craft of con men,0
6101,"two coasts, one problem: in florida, gop leaders think voters are stupid",0
51413,newly uncovered journals reveal alexander graham bell invented telephone as first step in consolidating all american businesses into single monopoly,1
12512,ukraine's prime minister yatseniuk resigns,0
40328,man still worried parents of ex-girlfriend from 7 years ago hate him,1
39850,why do some borrowers pay higher mortgage interest rates than others?,0
21148,how to be a hero: insight from the milgram experiment,0
46081,nation shudders to think how bad things would seem if they didn't have access to a never-ending torrent of free pornography,1
16757,new study finds best way to determine if you are android still cutting open forearm to reveal circuitry within,1
3858,reverend blessed with nine-inch penis,1
48922,"wow air is offering $69 flights to europe from san francisco, miami and boston",0
30039,report: majority of americans know which youtube clip they'll post following dustin hoffman's death,1
20377,white house quietly retracts entire state of the union address,1
33573,2016 perspectives from the festival of politics,0
28227,here's a brand new thing you didn't know about 'the office',0
21085,suicidegirls.com put on 24-hour watch,1
23978,"verizon ny charged 'basic rate' phone customers multiple rate increases for the deployment of the fios, title ii, fttp broadband networks",0
15444,trump says he thought being president would be easier than his old life,0
41650,mike pompeo can't believe senate just expects he'll answer questions without being tortured first,1
14392,unclear if shirtless man in black-and-white film once considered attractive,1
51055,"surgeon pretty bummed about losing patient, but it not like they were good friends or anything",1
27497,steven avery has no doubts he'll be a free man again after nephew's conviction overturned,0
40252,mother annoyed son playing video games on beautiful day when he could go outside to kill people,1
21848,does strange death curse haunt cast of gone with the wind?,1
